/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_12_443.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_12_443.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_12_443.jpg,0,0,0,1.483848E-06
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_12_511.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_12_511.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_12_511.jpg,0,0,0,1.716243E-05
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_12_592.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_12_592.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_12_592.jpg,0,0,0,2.600918E-05
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_12_676.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_12_676.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_12_676.jpg,0,0,0,2.228437E-05
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_12_759.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_12_759.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_12_759.jpg,0,0,0,8.967372E-07
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_12_838.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_12_838.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_12_838.jpg,0,0,0,4.957273E-06
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_12_908.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_12_908.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_12_908.jpg,0,0,0,1.457828E-05
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_12_980.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_12_980.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_12_980.jpg,0,0,0,7.661282E-06
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_13_061.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_13_061.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_13_061.jpg,0,0,0,2.04241E-05
/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/center_2021_07_16_10_32_13_141.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/left_2021_07_16_10_32_13_141.jpg,/home/huuthang_at/Code/Python/MachineLearning/IV.Convolutional_Neural_Network/Auto_Oto/IMG/right_2021_07_16_10_32_13_141.jpg,0,0.2386558,0,0.1609831
